Age,Education,Degree,Skills,Technical Skills,Soft Skills,Work Experience,Interests,Career Interests,Personality/Strengths,Preferred Work Environment,Salary Expectation,Location Preference,Work-Life Balance Preference,Recommended_Career
37,Undergraduate,B.Sc,"Research, Programming","Machine Learning, Python, SQL","Teamwork, Time Management, Problem Solving",8 years,"Business, Analytics",Machine Learning,"Curious, Analytical",Hybrid,109996,Delhi,Medium,Data Scientist
25,Diploma,B.Sc,"Creativity, Communication","Figma, Photoshop, Canva","Teamwork, Creativity, Adaptability",5 years,"Design, User Experience",UI/UX Design,"Innovative, Empathetic",Hybrid,49054,Bangalore,Low,UI/UX Designer
40,Postgraduate,Diploma in Computer,"Programming, Analysis","Machine Learning, Python, SQL","Communication, Creativity, Teamwork",8 years,"Analytics, Data Science",UI/UX Design,"Creative, Persuasive",Office,82463,Mumbai,Low,Data Scientist
28,Undergraduate,MA,"Programming, Research","SPSS, Excel, Statistics","Communication, Creativity, Teamwork",3 years,"Education, Research",Research,"Analytical, Curious",Hybrid,60745,Pune,Medium,Academic Researcher
36,Undergraduate,M.Sc,"Programming, Research","Machine Learning, Python, SQL","Problem Solving, Communication",0 years,"Research, Education",Research,"Detail Oriented, Analytical",Remote,78757,Hyderabad,Medium,Academic Researcher
23,Postgraduate,B.Sc,"Programming, Research","Python, SQL, TensorFlow","Leadership, Time Management, Critical Thinking",1 year,"Research, Education",Academic Research,"Detail Oriented, Analytical",Hybrid,75564,Pune,High,Academic Researcher
25,Diploma,MA,"Research, Programming","SPSS, Excel, Statistics","Creativity, Adaptability, Critical Thinking",4 years,"Analytics, Data Science",Digital Marketing,"Analytical, Curious",Hybrid,63492,Hyderabad,Medium,Data Analyst
45,Postgraduate,MA,"Leadership, Programming","Machine Learning, Python, SQL","Problem Solving, Communication",14 years,"Analytics, Data Science",Data Science,"Curious, Analytical",Office,91603,Remote,Low,Data Scientist
25,Diploma,B.Sc,"Design, Communication","Machine Learning, Python, SQL","Leadership, Time Management, Critical Thinking",0 years,"Data Science, Technology",Marketing,"Analytical, Innovative",Hybrid,77641,Hyderabad,High,Data Scientist
45,Postgraduate,B.Com,"Creativity, Programming","SQL, Excel, Power BI","Problem Solving, Communication",1 year,"Business Intelligence, Analytics",Data Analytics,"Creative, Persuasive",Remote,65277,Ahmedabad,Low,Data Analyst
25,Undergraduate,MCA,"Research, Creativity","Figma, UI Design, Adobe XD","Communication, Creativity, Teamwork",1 year,"Marketing, Branding",Creative Design,"Creative, Detail Oriented",Remote,76919,Hyderabad,Low,UI/UX Designer
31,Postgraduate,MA,"Research, Programming","SEO, Google Analytics, Social Media","Leadership, Time Management, Critical Thinking",4 years,"Branding, Social Media",Marketing,"Creative, Persuasive",Hybrid,60219,Remote,Medium,Marketing Manager
32,Diploma,B.Sc,"Research, Creativity","Machine Learning, Python, SQL","Teamwork, Creativity, Adaptability",5 years,"Business, Analytics",Research,"Innovative, Empathetic",Office,95033,Hyderabad,Medium,UI/UX Designer
35,Diploma,BBA,"Leadership, Communication","SEO, Google Analytics, Social Media","Problem Solving, Communication",1 year,"Research, Education",Marketing,"Leadership, Communication",Remote,63121,Pune,High,Marketing Manager
30,Diploma,B.Com,"Creativity, Communication","SEO, Google Analytics, Social Media","Teamwork, Creativity, Adaptability",4 years,"Creative Design, User Experience",Machine Learning,"Curious, Analytical",Office,75423,Delhi,Low,UI/UX Designer
34,Postgraduate,MBA,"Creativity, Programming","SQL, Tableau, Excel","Communication, Creativity, Teamwork",3 years,"Business, Analytics",Business Analytics,"Analytical, Curious",Hybrid,45152,Hyderabad,High,Data Analyst
30,Postgraduate,M.Sc,"Analysis, Programming","SQL, Tableau, Excel","Leadership, Time Management, Critical Thinking",5 years,"Business Intelligence, Analytics",Data Analytics,"Analytical, Curious",Remote,56457,Bangalore,High,Data Analyst
34,Undergraduate,MBA,"Leadership, Communication","SEO, Digital Marketing, Excel, UI Design","Creativity, Adaptability, Critical Thinking",9 years,"Marketing, Branding",Marketing,"Creative, Persuasive",Office,68868,Bangalore,High,Marketing Manager
40,Diploma,MBA,"Creativity, Communication","SEO, Digital Marketing, Excel, UI Design","Teamwork, Creativity, Adaptability",1 year,"Business, Analytics",Marketing,"Creative, Persuasive",Remote,75806,Ahmedabad,Low,Marketing Manager
29,Diploma,MCA,"Creativity, Communication","Figma, Photoshop, Canva","Communication, Creativity, Teamwork",5 years,"Creative Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Hybrid,63895,Bangalore,High,UI/UX Designer
23,Postgraduate,Diploma in Management,"Communication, Analysis","SPSS, Excel, Statistics","Problem Solving, Communication",2 years,"Education, Research",Marketing,"Detail Oriented, Analytical",Office,62555,Bangalore,High,Academic Researcher
42,Postgraduate,MBA,"Research, Programming","SEO, Google Analytics, Social Media","Problem Solving, Communication",0 years,"Analytics, Data Science",Marketing,"Leadership, Communication",Hybrid,53370,Remote,Medium,Marketing Manager
35,Postgraduate,Diploma in Management,"Leadership, Communication","Research Methods, SPSS, Python, Power BI","Problem Solving, Communication",11 years,"Research, Education",Academic Research,"Analytical, Curious",Hybrid,46263,Bangalore,High,Academic Researcher
42,Undergraduate,B.Sc,"Programming, Analysis","Python, Machine Learning, Statistics","Creativity, Adaptability, Critical Thinking",13 years,"Data Science, Technology",Data Science,"Curious, Analytical",Remote,129573,Hyderabad,Low,Data Scientist
25,Postgraduate,B.Des,"Leadership, Communication","Python, SQL, Excel, MS Office","Communication, Creativity, Teamwork",3 years,"Business, Analytics",Research,"Analytical, Curious",Remote,82406,Hyderabad,High,Data Analyst
44,Diploma,B.Sc,"Leadership, Communication","Machine Learning, Python, SQL","Teamwork, Time Management, Problem Solving",0 years,"Design, User Experience",Machine Learning,"Curious, Analytical",Remote,73151,Hyderabad,Low,Data Scientist
24,Diploma,M.Sc,"Analysis, Programming","Python, SQL, TensorFlow","Problem Solving, Communication",0 years,"Business Intelligence, Analytics",UI/UX Design,"Detail Oriented, Analytical",Office,85633,Ahmedabad,Medium,Data Analyst
22,Undergraduate,MBA,"Design, Communication","Figma, Photoshop, Canva","Problem Solving, Communication",0 years,"Design, User Experience",Research,"Innovative, Empathetic",Remote,45777,Pune,Medium,UI/UX Designer
39,Postgraduate,MA,"Research, Programming","Adobe XD, UI Design, Figma","Communication, Creativity, Teamwork",6 years,"Creative Design, User Experience",UI/UX Design,"Creative, Detail Oriented",Hybrid,87323,Delhi,High,UI/UX Designer
44,Postgraduate,BA,"Communication, Analysis","Digital Marketing, Excel, Canva","Creativity, Adaptability, Critical Thinking",7 years,"Branding, Social Media",Marketing,"Creative, Persuasive",Office,100722,Remote,Low,Marketing Manager
26,Diploma,BA,"Creativity, Communication","SEO, Digital Marketing, Excel, UI Design","Teamwork, Creativity, Adaptability",4 years,"Research, Education",Digital Marketing,"Curious, Analytical",Hybrid,57192,Ahmedabad,Low,Marketing Manager
25,Diploma,B.Com,"Leadership, Communication","SEO, Google Analytics, Social Media","Communication, Creativity, Teamwork",0 years,"Branding, Social Media",Business Analytics,"Leadership, Communication",Remote,83408,Hyderabad,Low,Marketing Manager
22,Diploma,M.Sc,"Creativity, Programming","SPSS, Excel, Statistics","Problem Solving, Communication",1 year,"Marketing, Branding",Data Analytics,"Creative, Detail Oriented",Office,73428,Mumbai,Low,Data Analyst
22,Diploma,B.Com,"Design, Communication","Figma, Photoshop, Canva","Communication, Creativity, Teamwork",2 years,"Data Science, Technology",Data Analytics,"Creative, Detail Oriented",Remote,72735,Hyderabad,High,UI/UX Designer
33,Postgraduate,M.Sc,"Analysis, Programming","Python, SQL, Excel, MS Office","Problem Solving, Communication",1 year,"Creative Design, User Experience",Business Analytics,"Analytical, Curious",Office,46477,Hyderabad,Low,Data Analyst
33,Undergraduate,B.Com,"Communication, Analysis","SEO, Digital Marketing, Excel, UI Design","Creativity, Adaptability, Critical Thinking",9 years,"Branding, Social Media",Digital Marketing,"Leadership, Communication",Office,68806,Bangalore,High,Marketing Manager
28,Undergraduate,MA,"Leadership, Communication","SEO, Digital Marketing, Excel, UI Design","Communication, Creativity, Teamwork",6 years,"Marketing, Branding",Digital Marketing,"Analytical, Curious",Remote,97589,Delhi,Low,Marketing Manager
21,Diploma,B.Sc,"Research, Creativity","Figma, Photoshop, Canva","Teamwork, Time Management, Problem Solving",1 year,"Research, Education",Creative Design,"Detail Oriented, Analytical",Remote,80674,Ahmedabad,Medium,UI/UX Designer
37,Diploma,B.Sc,"Leadership, Communication","Figma, Photoshop, Canva","Creativity, Adaptability, Critical Thinking",13 years,"Design, User Experience",UI/UX Design,"Analytical, Innovative",Office,73880,Delhi,High,UI/UX Designer
31,Undergraduate,MBA,"Creativity, Communication","Adobe XD, UI Design, Figma","Teamwork, Time Management, Problem Solving",9 years,"Design, User Experience",UI/UX Design,"Innovative, Empathetic",Office,69621,Ahmedabad,High,UI/UX Designer
33,Undergraduate,MBA,"Leadership, Programming","SEO, Digital Marketing, Excel, UI Design","Communication, Creativity, Teamwork",1 year,"Business, Analytics",Marketing,"Creative, Persuasive",Remote,98110,Remote,High,Marketing Manager
41,Diploma,MCA,"Leadership, Programming","Python, Machine Learning, Statistics","Communication, Creativity, Teamwork",7 years,"Data Science, Technology",Machine Learning,"Curious, Analytical",Office,84433,Hyderabad,Medium,Data Scientist
20,Postgraduate,BCA,"Leadership, Communication","SQL, Excel, Power BI","Creativity, Adaptability, Critical Thinking",0 years,"Business Intelligence, Analytics",Machine Learning,"Detail Oriented, Analytical",Remote,86521,Mumbai,High,Data Analyst
43,Diploma,Diploma in Management,"Research, Programming","SQL, Excel, Power BI","Creativity, Adaptability, Critical Thinking",14 years,"Business, Analytics",Data Analytics,"Analytical, Curious",Remote,66832,Remote,Low,Data Analyst
33,Undergraduate,B.Des,"Research, Creativity","Adobe XD, UI Design, Figma","Creativity, Adaptability, Critical Thinking",13 years,"Design, User Experience",Creative Design,"Analytical, Curious",Remote,83006,Pune,Low,UI/UX Designer
26,Diploma,MCA,"Research, Programming","Python, Machine Learning, Statistics","Creativity, Adaptability, Critical Thinking",6 years,"Data Science, Technology",Machine Learning,"Analytical, Innovative",Office,82996,Delhi,Low,Data Scientist
28,Undergraduate,B.Com,"Creativity, Communication","Adobe XD, UI Design, Figma","Teamwork, Time Management, Problem Solving",5 years,"Analytics, Data Science",UI/UX Design,"Innovative, Empathetic",Office,78306,Pune,High,Data Scientist
43,Postgraduate,BA,"Creativity, Programming","Figma, UI Design, Adobe XD","Communication, Creativity, Teamwork",9 years,"Data Science, Technology",Creative Design,"Innovative, Empathetic",Hybrid,95636,Mumbai,Low,UI/UX Designer
21,Undergraduate,BA,"Programming, Research","SEO, Google Analytics, Social Media","Teamwork, Time Management, Problem Solving",0 years,"Branding, Social Media",Data Science,"Leadership, Communication",Hybrid,50399,Delhi,Low,Marketing Manager
42,Diploma,MA,"Research, Analysis","SEO, Digital Marketing, Excel, UI Design","Leadership, Time Management, Critical Thinking",13 years,"Branding, Social Media",Academic Research,"Creative, Persuasive",Office,93707,Pune,Medium,Marketing Manager
39,Postgraduate,B.Sc,"Creativity, Communication","Adobe XD, UI Design, Figma","Communication, Creativity, Teamwork",15 years,"Creative Design, User Experience",Creative Design,"Curious, Analytical",Office,68358,Pune,High,UI/UX Designer
39,Diploma,M.Sc,"Research, Communication","Python, SPSS, Research Methods","Leadership, Time Management, Critical Thinking",0 years,"Analytics, Data Science",Research,"Detail Oriented, Analytical",Hybrid,65614,Ahmedabad,High,Academic Researcher
26,Diploma,BA,"Research, Communication","Python, SPSS, Research Methods","Teamwork, Creativity, Adaptability",0 years,"Research, Education",Research,"Detail Oriented, Analytical",Remote,67155,Ahmedabad,Low,Academic Researcher
43,Postgraduate,BA,"Creativity, Programming","SQL, Tableau, Excel","Leadership, Time Management, Critical Thinking",11 years,"Business Intelligence, Analytics",Creative Design,"Curious, Analytical",Remote,78928,Delhi,High,Data Analyst
41,Postgraduate,Diploma in Management,"Leadership, Programming","SPSS, Excel, Statistics","Teamwork, Time Management, Problem Solving",14 years,"Education, Research",Data Analytics,"Detail Oriented, Analytical",Office,76646,Pune,Medium,Academic Researcher
20,Diploma,B.Des,"Creativity, Communication","SQL, Tableau, Excel","Problem Solving, Communication",0 years,"Branding, Social Media",Digital Marketing,"Creative, Persuasive",Remote,63399,Hyderabad,High,Marketing Manager
22,Postgraduate,MA,"Analysis, Programming","SPSS, Excel, Statistics","Problem Solving, Communication",0 years,"Education, Research",Academic Research,"Creative, Detail Oriented",Office,72828,Delhi,Medium,Academic Researcher
45,Postgraduate,Diploma in Management,"Research, Analysis","Python, SQL, Excel, MS Office","Teamwork, Time Management, Problem Solving",3 years,"Business Intelligence, Analytics",Data Analytics,"Analytical, Curious",Hybrid,78102,Delhi,High,Data Analyst
32,Undergraduate,Diploma in Management,"Analysis, Programming","SQL, Excel, Power BI","Teamwork, Creativity, Adaptability",2 years,"Business Intelligence, Analytics",Business Analytics,"Analytical, Curious",Remote,47320,Remote,Low,Data Analyst
22,Diploma,BBA,"Research, Creativity","Python, SQL, Excel, MS Office","Creativity, Adaptability, Critical Thinking",1 year,"Creative Design, User Experience",Creative Design,"Creative, Persuasive",Office,55334,Pune,Low,UI/UX Designer
33,Undergraduate,B.Com,"Creativity, Programming","Python, SPSS, Research Methods","Leadership, Time Management, Critical Thinking",7 years,"Business, Analytics",UI/UX Design,"Creative, Detail Oriented",Remote,78881,Ahmedabad,High,UI/UX Designer
27,Postgraduate,M.Sc,"Leadership, Programming","Python, SPSS, Research Methods","Teamwork, Time Management, Problem Solving",7 years,"Data Science, Technology",Academic Research,"Analytical, Curious",Office,75325,Delhi,Low,Academic Researcher
45,Diploma,MCA,"Communication, Analysis","Digital Marketing, Excel, Canva","Leadership, Time Management, Critical Thinking",3 years,"Branding, Social Media",UI/UX Design,"Leadership, Communication",Hybrid,57804,Ahmedabad,Low,Marketing Manager
43,Diploma,M.Sc,"Creativity, Programming","Python, SQL, Excel, MS Office","Creativity, Adaptability, Critical Thinking",4 years,"Business, Analytics",Business Analytics,"Detail Oriented, Analytical",Remote,83193,Pune,High,Data Analyst
35,Diploma,Diploma in Management,"Research, Creativity","Adobe XD, UI Design, Figma","Teamwork, Creativity, Adaptability",13 years,"Creative Design, User Experience",Creative Design,"Curious, Analytical",Remote,68411,Remote,Medium,UI/UX Designer
